RESPID,GENDER,AGE,WORKING,REGION,MUSIC,LIST_OWN,LIST_BACK,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19
6082,Male,22,,North,Music is no longer as important as it used to be to me,1,2,32,32,31,94,74,29,13,12,71,53,29,28,29,29,11,13,72,,
6083,Male,22,,South,Music is important to me but not necessarily more important,2,3,28,68,11,13,13,68,88,87,18,29,68,69,14,29,12,29,52,,
6084,Male,23,,Centre,Music means a lot to me and is a passion of mine,2,1,68,66,77,33,27,41,30,51,37,39,50,32,58,57,34,35,75,,
6085,Female,35,,North,Music means a lot to me and is a passion of mine,,,94,91,94,94,93,95,94,94,94,88,73,73,74,78,81,81,89,,
6086,Male,18,,Centre,I like music but it does not feature heavily in my life,1,2,52,70,56,46,41,71,56,52,46,49,48,47,48,50,46,2,64,,
6087,Male,36,,South,Music means a lot to me and is a passion of mine,6,2,92,93,71,9,8,8,72,71,7,91,9,13,90,71,71,12,12,,
6088,Female,25,,Centre,Music is important to me but not necessarily more important,2,1,63,68,28,14,55,32,70,51,38,67,42,14,70,39,77,20,36,,
6089,Male,19,,North,Music means a lot to me and is a passion of mine,5,10,71,71,73,33,31,13,50,34,8,77,66,75,69,77,52,71,72,,
6090,Male,23,,Centre,Music means a lot to me and is a passion of mine,,,50,50,70,31,50,9,51,51,51,50,50,51,50,51,50,90,32,,
6091,Male,20,,North,Music is important to me but not necessarily more important,5,1,30,49,74,38,4,95,22,32,37,65,93,75,88,86,14,6,8,,
6092,Male,63,,South,Music is important to me but not necessarily more important,0,4,1,50,2,51,1,1,1,1,31,51,9,10,10,51,3,2,2,,
6093,Male,18,,Centre,Music is important to me but not necessarily more important,2,2,38,88,12,6,7,100,58,100,100,100,90,100,9,33,71,51,100,,
6094,Male,34,,North,Music means a lot to me and is a passion of mine,2,5,73,32,65,45,10,50,31,10,72,62,63,65,32,68,41,62,43,,
6095,Male,22,,South,Music is important to me but not necessarily more important,,3,57,49,19,6,5,3,5,3,66,91,100,100,94,96,3,5,93,,
6096,Male,19,,North,Music means a lot to me and is a passion of mine,4,2,91,91,92,53,53,69,20,36,9,92,30,30,70,92,55,31,93,,
6097,Male,24,,South,Music means a lot to me and is a passion of mine,4,3,100,100,100,7,8,0,100,100,100,73,81,73,93,75,100,100,50,,
6098,Male,21,,South,Music is important to me but not necessarily more important,2,2,56,57,69,55,55,63,69,66,38,85,78,74,100,90,54,39,51,,
6099,Male,19,,North,Music means a lot to me and is a passion of mine,5,3,85,44,45,53,53,43,51,33,69,69,27,26,68,68,85,50,71,,
6100,Male,16,,South,Music means a lot to me and is a passion of mine,3,0,10,11,11,12,12,10,10,10,10,95,4,8,76,22,9,8,9,,
6101,Male,19,,North,Music means a lot to me and is a passion of mine,2,2,79,70,77,12,12,31,3,6,3,61,70,51,76,88,6,36,52,,
6102,Male,19,,South,Music means a lot to me and is a passion of mine,3,2,31,32,67,71,49,81,62,42,68,32,52,61,69,69,31,12,13,,
6103,Male,41,,Centre,Music is important to me but not necessarily more important,1,0,14,56,76,97,98,10,34,13,16,96,73,52,10,14,13,12,12,,
6104,Male,23,,North,Music means a lot to me and is a passion of mine,3,1,46,48,51,4,4,20,34,29,47,44,100,100,44,45,66,77,53,,
6105,Male,33,,North,Music means a lot to me and is a passion of mine,3,3,14,14,17,13,18,20,27,37,36,36,36,39,40,45,45,47,25,,
6106,Male,19,,South,Music is important to me but not necessarily more important,2,,50,49,45,50,50,51,51,51,28,50,49,49,47,48,51,48,47,,
6107,Male,21,,North,Music means a lot to me and is a passion of mine,3,2,72,70,90,24,23,71,49,26,2,99,30,28,90,81,89,67,47,,
6108,Female,48,,Centre,Music is important to me but not necessarily more important,1,2,46,41,41,86,46,85,19,15,40,35,26,49,63,68,32,24,61,,
6109,Male,21,,Centre,Music is important to me but not necessarily more important,,,16,15,38,50,85,5,99,30,41,71,77,75,95,100,10,53,6,,
6110,Male,25,,South,I like music but it does not feature heavily in my life,,,20,21,28,28,29,28,12,32,30,25,24,23,21,21,19,19,2,,
6111,Male,21,,South,Music is important to me but not necessarily more important,2,,21,26,29,14,33,9,32,31,49,57,58,53,23,69,30,9,27,,
6112,Male,62,,South,Music is important to me but not necessarily more important,1,2,49,69,45,48,32,12,51,4,60,72,27,51,10,53,53,32,49,,
6113,Male,21,,North,Music is important to me but not necessarily more important,2,8,82,81,83,77,75,72,87,72,71,36,78,77,80,82,15,37,71,,
6114,Male,20,,Centre,Music is important to me but not necessarily more important,2,4,72,27,73,46,90,32,64,8,77,74,88,52,76,79,55,79,59,,
6115,Male,19,,South,Music means a lot to me and is a passion of mine,3,1,93,100,86,28,15,2,50,50,6,64,87,88,100,98,55,75,100,,
6116,Male,20,,Centre,Music means a lot to me and is a passion of mine,2,0,69,30,71,32,71,46,30,9,93,68,50,12,52,52,72,25,73,,
6117,Female,34,,North,Music means a lot to me and is a passion of mine,10,10,93,92,92,94,89,88,88,89,89,90,88,89,88,90,91,91,92,,
6118,Male,18,,South,Music means a lot to me and is a passion of mine,2,1,80,64,85,52,37,17,47,47,4,86,51,52,61,70,69,39,53,,
6119,Female,37,,Centre,Music means a lot to me and is a passion of mine,3,1,64,64,100,17,7,12,2,2,1,93,100,83,44,64,66,72,75,,
6120,Male,24,,North,Music is important to me but not necessarily more important,2,4,43,91,56,8,10,97,73,49,87,75,67,69,96,86,59,53,76,,
6121,Male,63,,North,I like music but it does not feature heavily in my life,,,6,78,12,7,7,90,7,7,98,7,20,6,9,6,5,5,74,,
6122,Male,22,,North,Music means a lot to me and is a passion of mine,6,8,48,76,46,47,52,44,54,52,52,49,50,10,71,86,67,39,36,,
6123,Male,19,,South,Music is important to me but not necessarily more important,,,11,12,11,55,10,13,68,52,51,10,64,82,55,82,28,49,54,,
6124,Male,16,,South,Music is important to me but not necessarily more important,,,62,46,68,29,9,40,14,22,10,46,51,35,40,59,59,2,68,,
6125,Male,24,,South,Music is important to me but not necessarily more important,0,1,53,32,51,72,30,50,52,34,52,67,49,37,46,64,49,44,44,,
6126,Male,39,,North,Music means a lot to me and is a passion of mine,2,3,95,96,98,98,98,100,82,65,80,98,99,83,85,84,70,83,94,,
6127,Male,24,,North,I like music but it does not feature heavily in my life,1,2,69,35,73,23,22,25,7,6,5,65,69,50,61,77,3,67,82,,
6128,Male,25,,South,Music means a lot to me and is a passion of mine,1,1,68,59,33,61,48,39,60,49,52,64,31,67,49,39,64,42,51,,
6129,Male,56,,South,Music is important to me but not necessarily more important,0,3,42,69,70,48,32,49,18,16,15,47,10,11,65,62,51,8,9,,
6130,Male,45,,North,Music means a lot to me and is a passion of mine,8,4,98,92,94,55,78,10,57,57,59,96,51,52,75,74,57,59,77,,
6131,Male,61,,Centre,Music is important to me but not necessarily more important,2,5,15,49,30,31,34,15,31,29,71,70,70,53,37,36,19,10,47,,
6132,Female,55,,Centre,Music is important to me but not necessarily more important,1,1,50,50,51,31,32,53,8,9,54,53,48,30,29,50,52,28,71,,
6133,Female,25,,North,Music is important to me but not necessarily more important,2,2,88,41,32,50,33,69,35,62,45,69,61,51,73,53,66,81,49,,
6134,Male,25,,North,Music means a lot to me and is a passion of mine,5,5,94,74,92,9,13,13,95,96,12,97,77,79,100,99,90,51,92,,
6135,Male,29,,Centre,Music means a lot to me and is a passion of mine,2,3,50,80,83,57,75,75,74,58,9,86,74,71,90,74,60,61,76,,
6136,Male,33,,Centre,Music means a lot to me and is a passion of mine,,,100,54,100,100,86,12,71,58,60,65,55,51,51,100,98,55,100,,
6137,Male,55,,South,I like music but it does not feature heavily in my life,1,4,53,54,71,72,76,54,10,11,54,51,52,47,29,30,32,36,35,,
6138,Female,37,,North,Music means a lot to me and is a passion of mine,,,71,52,52,52,69,78,70,64,25,79,52,57,74,56,56,69,70,,
6139,Male,35,,South,Music is important to me but not necessarily more important,1,,46,66,71,57,28,6,36,50,59,62,89,84,74,86,55,20,60,,
6140,Female,30,,North,I like music but it does not feature heavily in my life,,0,24,51,27,45,51,96,79,78,31,21,71,69,53,49,31,28,28,,
6141,Female,27,,South,Music means a lot to me and is a passion of mine,3,6,69,81,82,7,6,6,6,6,7,7,68,72,52,69,76,53,35,,
6142,Male,58,,Centre,Music is no longer as important as it used to be to me,,1,8,45,14,48,90,34,69,70,33,66,43,51,9,27,6,6,26,,
6143,Male,64,,North,Music is important to me but not necessarily more important,,,53,57,56,52,50,31,32,10,32,53,54,75,54,55,33,54,71,,
6144,Male,58,,Centre,Music is important to me but not necessarily more important,,,51,52,51,33,34,34,34,16,57,72,52,52,36,52,53,36,55,,
6145,Male,35,,North,Music has no particular interest for me,,,7,10,10,8,8,89,8,8,89,8,10,9,8,9,8,7,8,,
6146,Male,63,,Centre,Music is important to me but not necessarily more important,3,0,54,50,71,33,34,52,31,12,76,77,70,69,51,95,75,30,76,,
6147,Female,30,,South,Music means a lot to me and is a passion of mine,6,1,100,100,100,5,5,9,5,5,20,78,72,82,85,90,56,3,82,,
6148,Male,61,,South,I like music but it does not feature heavily in my life,,1,29,32,28,27,8,8,9,65,100,70,32,33,15,15,5,9,9,,
6149,Male,55,,Centre,I like music but it does not feature heavily in my life,1,6,17,57,22,25,65,41,32,8,88,9,55,18,15,13,14,9,52,,
6150,Male,39,,North,I like music but it does not feature heavily in my life,,,47,30,46,13,22,100,47,68,74,77,59,58,32,30,30,12,40,,
6151,Female,61,,North,Music means a lot to me and is a passion of mine,2,1,72,72,71,30,32,4,10,10,50,69,60,26,11,54,48,51,51,,
6152,Male,38,,South,Music means a lot to me and is a passion of mine,0,1,81,84,85,26,14,19,4,2,4,83,84,80,17,30,44,14,28,,
6153,Male,58,,North,Music means a lot to me and is a passion of mine,3,1,72,12,86,73,55,11,12,12,80,56,94,68,69,70,34,53,71,,
6154,Male,32,,South,Music means a lot to me and is a passion of mine,2,1,89,48,65,48,8,8,43,21,34,86,71,74,72,76,72,67,68,,
6155,Male,61,,Centre,Music is no longer as important as it used to be to me,,,25,72,28,6,6,6,4,2,85,47,33,68,5,5,5,4,4,,
6156,Female,31,,Centre,Music means a lot to me and is a passion of mine,0,,50,32,30,23,46,11,27,12,68,94,31,28,6,22,48,17,19,,
6157,Male,60,,South,Music is important to me but not necessarily more important,0,2,72,72,95,25,3,27,8,7,29,51,2,2,30,30,31,48,31,,
6158,Male,46,,North,Music is important to me but not necessarily more important,2,2,33,16,19,56,52,54,64,22,27,30,53,32,37,56,20,33,34,,
6159,Male,56,,North,Music is important to me but not necessarily more important,1,0,95,88,76,26,16,10,24,33,50,67,51,51,68,70,51,28,49,,
6160,Male,61,,South,I like music but it does not feature heavily in my life,,0,45,32,3,3,54,100,24,5,71,29,39,11,52,57,2,3,21,,
6161,Female,47,,South,Music is important to me but not necessarily more important,4,,53,58,94,50,30,53,11,10,53,53,80,89,49,92,88,52,51,,
6162,Male,44,,South,I like music but it does not feature heavily in my life,1,3,71,71,53,8,12,31,71,51,71,54,74,73,72,51,30,35,92,,
6163,Male,51,,Centre,Music is important to me but not necessarily more important,1,4,54,72,54,7,7,33,5,5,4,11,90,71,32,50,6,7,67,,
6164,Male,59,,North,Music is no longer as important as it used to be to me,,,33,59,60,38,50,72,51,51,73,93,35,36,37,33,32,34,55,,
6165,Female,48,,North,I like music but it does not feature heavily in my life,,,53,14,78,34,37,30,13,16,72,29,94,71,20,23,16,16,23,,
6166,Male,58,,North,Music means a lot to me and is a passion of mine,1,2,83,71,95,35,9,9,2,3,73,94,73,95,55,95,56,8,77,,
6167,Male,58,,North,I like music but it does not feature heavily in my life,1,,0,60,1,1,3,2,1,1,28,46,1,0,1,11,1,1,57,,
6168,Male,56,,North,Music means a lot to me and is a passion of mine,3,3,51,73,72,33,33,33,31,32,31,69,70,72,56,54,53,53,75,,
6169,Male,28,,South,Music is no longer as important as it used to be to me,,0,10,94,10,13,13,95,4,2,76,4,48,6,47,22,13,12,9,,
6170,Female,44,,South,Music is important to me but not necessarily more important,3,1,5,12,8,4,6,98,96,52,48,68,96,69,53,3,64,4,4,,
6171,Male,57,,Centre,Music means a lot to me and is a passion of mine,2,2,70,70,69,28,29,3,28,25,98,55,42,30,10,69,64,40,7,,
6172,Female,46,,South,Music is important to me but not necessarily more important,1,6,56,55,69,40,28,56,20,17,70,55,67,65,39,66,33,17,17,,
6173,Female,59,,North,Music means a lot to me and is a passion of mine,3,8,31,54,92,10,12,12,11,12,13,69,70,55,70,71,10,12,51,,
6174,Male,47,,North,Music is important to me but not necessarily more important,1,2,99,55,75,70,51,6,1,2,100,2,53,51,7,8,6,7,6,,
6175,Male,55,,North,Music means a lot to me and is a passion of mine,4,,71,90,72,12,11,10,11,10,16,92,45,42,68,91,68,31,48,,
6176,Female,32,,South,I like music but it does not feature heavily in my life,1,0,72,64,48,69,68,55,30,53,80,70,70,65,68,87,32,9,81,,
6177,Female,55,,Centre,I like music but it does not feature heavily in my life,,,2,2,2,2,2,46,51,11,76,50,50,37,7,8,6,5,3,,
6178,Male,35,,Centre,Music means a lot to me and is a passion of mine,2,4,91,82,71,58,44,94,84,36,31,89,76,50,69,70,87,90,72,,
6179,Male,49,,North,Music is important to me but not necessarily more important,3,7,55,34,68,90,84,23,8,7,86,94,95,94,79,79,32,65,33,,
6180,Male,39,,South,Music is important to me but not necessarily more important,1,2,52,31,61,40,73,33,77,42,37,26,46,58,47,66,48,72,39,,
6181,Female,53,,North,Music is important to me but not necessarily more important,,,16,33,17,15,77,90,29,31,30,54,56,55,98,54,14,12,72,,
6182,Male,59,,Centre,Music is important to me but not necessarily more important,1,2,97,97,74,51,11,11,92,95,9,96,94,53,35,10,11,12,33,,
6183,Female,56,,North,I like music but it does not feature heavily in my life,,,18,58,14,76,10,28,9,9,90,49,87,83,51,65,10,8,80,,
6184,Male,59,,North,I like music but it does not feature heavily in my life,1,3,51,50,50,50,50,32,3,4,75,32,51,50,6,51,6,4,52,,
6185,Male,56,,North,Music is important to me but not necessarily more important,3,2,51,67,54,31,33,51,51,14,22,54,67,70,74,63,53,51,65,,
6186,Male,61,,Centre,Music is important to me but not necessarily more important,,,61,61,51,50,34,20,49,29,50,72,51,50,51,51,59,45,55,,
6187,Male,34,,South,I like music but it does not feature heavily in my life,,6,33,52,52,10,12,13,13,33,71,70,70,72,32,34,12,14,52,,
6188,Male,59,,North,I like music but it does not feature heavily in my life,10,,9,9,8,8,9,35,9,10,9,29,72,71,6,6,6,5,5,,
6189,Male,57,,Centre,I like music but it does not feature heavily in my life,,,15,11,15,16,10,10,10,12,94,10,50,51,51,14,15,14,14,,
6190,Male,41,,South,Music is important to me but not necessarily more important,,,1,2,2,2,2,47,15,4,68,51,41,26,51,58,11,6,7,,
6191,Male,52,,South,Music is important to me but not necessarily more important,,5,50,71,54,53,40,39,54,38,39,71,70,71,51,72,31,51,51,,
6192,Male,63,,North,Music is important to me but not necessarily more important,1,1,65,49,50,38,16,33,14,50,74,74,74,74,34,64,31,32,60,,
6193,Male,47,,South,Music is important to me but not necessarily more important,,1,12,29,29,48,49,30,10,33,50,33,89,75,34,48,12,11,50,,
6194,Male,44,,Centre,Music means a lot to me and is a passion of mine,2,5,67,69,71,10,6,61,12,12,11,74,71,73,51,51,65,62,76,,
6195,Female,55,,North,Music is important to me but not necessarily more important,2,6,8,65,20,11,9,15,10,7,50,96,100,100,97,100,5,11,66,,
6196,Female,46,,Centre,Music is important to me but not necessarily more important,,1,5,49,61,3,2,17,32,75,19,53,91,74,47,57,35,6,32,,
6197,Male,52,,North,Music has no particular interest for me,,,18,30,16,13,12,66,30,31,94,12,12,27,27,9,11,14,33,,
6198,Male,35,,South,Music is important to me but not necessarily more important,4,2,58,71,68,37,14,37,67,56,18,74,83,62,67,69,62,35,85,,
6199,Female,49,,North,Music is important to me but not necessarily more important,1,4,23,33,9,10,5,11,5,8,31,9,72,27,6,8,9,8,31,,
6200,Male,46,,South,Music means a lot to me and is a passion of mine,2,1,66,68,66,54,39,32,10,8,51,70,71,76,48,66,51,34,78,,
6201,Male,57,,South,Music is important to me but not necessarily more important,2,0,69,88,75,10,14,53,11,11,28,72,90,88,88,72,55,11,13,,
6202,Female,30,,Centre,Music is important to me but not necessarily more important,2,,51,69,51,52,52,39,52,33,31,49,72,71,50,50,52,51,31,,
6203,Male,64,,Centre,Music is important to me but not necessarily more important,1,,34,55,70,52,12,53,11,12,54,71,70,51,32,33,12,12,34,,
6204,Male,62,,North,Music is important to me but not necessarily more important,2,2,16,16,53,32,33,11,10,11,93,70,81,82,12,31,12,13,14,,
6205,Male,56,,Centre,I like music but it does not feature heavily in my life,0,3,71,30,69,72,9,31,6,8,73,31,53,76,76,76,8,51,71,,
6206,Male,56,,North,Music means a lot to me and is a passion of mine,4,6,71,54,87,56,56,56,35,31,51,76,49,49,51,53,52,90,52,,
6207,Female,26,,Centre,Music is important to me but not necessarily more important,,,4,5,7,6,5,4,4,4,63,3,51,51,4,3,3,4,3,,
6208,Male,57,,Centre,Music is important to me but not necessarily more important,,2,59,56,51,6,6,44,53,20,39,70,70,62,74,70,21,40,63,,
6209,Male,50,,Centre,Music is important to me but not necessarily more important,,1,55,70,71,34,34,35,53,54,32,84,72,51,51,76,52,52,73,,
6210,Male,46,,North,Music is important to me but not necessarily more important,1,3,9,28,51,72,50,13,10,11,69,52,48,51,8,28,29,6,70,,
6211,Male,61,,North,I like music but it does not feature heavily in my life,,2,2,2,2,2,49,50,2,2,2,1,2,3,3,20,2,2,2,,
6212,Male,61,,North,Music is important to me but not necessarily more important,0,2,31,53,54,28,29,50,11,11,69,50,53,52,34,26,49,31,53,,
6213,Male,54,,South,Music means a lot to me and is a passion of mine,3,,27,8,51,90,5,7,9,9,89,90,7,6,9,26,25,6,29,,
6214,Male,30,,Centre,Music means a lot to me and is a passion of mine,3,3,56,95,46,47,45,100,12,14,23,74,88,58,89,89,74,26,100,,
6215,Male,57,,North,Music is important to me but not necessarily more important,1,5,66,38,38,30,63,23,46,41,70,61,55,74,32,31,24,28,24,,
6216,Female,51,,Centre,I like music but it does not feature heavily in my life,,2,9,17,10,6,14,4,4,3,2,17,4,15,28,27,7,4,4,,
6217,Male,60,,Centre,I like music but it does not feature heavily in my life,,,50,50,51,52,51,48,29,9,69,29,29,50,49,50,51,51,28,,
